"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type","name_winery_region"
"Courela Tinto 2016","Portugal","Alentejano","Cortes de Cima",3.6,1040,5.65,2016,"Red","Courela Tinto 2016 - Cortes de Cima, Alentejano"
"Barbera d'Alba Tre Vigne 2015","Italy","Barbera d'Alba","Vietti",3.8,1040,19.5,2015,"Red","Barbera d'Alba Tre Vigne 2015 - Vietti, Barbera d'Alba"
"No Name 2014","Italy","Piemonte","Borgogno",4,1041,34.32,2014,"Red","No Name 2014 - Borgogno, Piemonte"
"Rioja Bordón Reserva 2011","Spain","Rioja","Franco-Espanolas",3.8,1045,10.85,2011,"Red","Rioja Bordón Reserva 2011 - Franco-Espanolas, Rioja"
"Pian delle Vigne Brunello di Montalcino 2014","Italy","Brunello di Montalcino","Antinori",4.3,1046,45.6,2014,"Red","Pian delle Vigne Brunello di Montalcino 2014 - Antinori, Brunello di Montalcino"
"Almiréz 2016","Spain","Toro","Teso La Monja",4,1046,14.95,2016,"Red","Almiréz 2016 - Teso La Monja, Toro"
"Colheita Seleccionada Rouge 2010","Portugal","Alentejano","Rapariga da Quinta",3.2,1046,11.7,2010,"Red","Colheita Seleccionada Rouge 2010 - Rapariga da Quinta, Alentejano"
"Ammasso Rosso Sicilia 2016","Italy","Sicilia","Barone Montalto",4.2,1047,16.34,2016,"Red","Ammasso Rosso Sicilia 2016 - Barone Montalto, Sicilia"
"Côtes du Rhône Nature Rouge 2016","France","Côtes-du-Rhône","Famille Perrin",3.6,1049,10.45,2016,"Red","Côtes du Rhône Nature Rouge 2016 - Famille Perrin, Côtes-du-Rhône"
"Russian River Valley Zinfandel 2015","United States","Russian River Valley","DeLoach",3.5,105,18.49,2015,"Red","Russian River Valley Zinfandel 2015 - DeLoach, Russian River Valley"
"Saint-Julien (Grand Cru Classé) 2016","France","Saint-Julien","Château Léoville Las Cases",4.6,105,330.45,2016,"Red","Saint-Julien (Grand Cru Classé) 2016 - Château Léoville Las Cases, Saint-Julien"
"Halkidiki Limnio - Merlot 2013","Greece","Chalkidiki","Tsantali",3.2,105,12.49,2013,"Red","Halkidiki Limnio - Merlot 2013 - Tsantali, Chalkidiki"
"Pomerol 2015","France","Pomerol","Château l'Ecuyer",4.2,105,43.16,2015,"Red","Pomerol 2015 - Château l'Ecuyer, Pomerol"
"Toar Valpolicella Classico Superiore 2016","Italy","Valpolicella Classico","Masi",3.7,105,15.6,2016,"Red","Toar Valpolicella Classico Superiore 2016 - Masi, Valpolicella Classico"
"Arbòre Cannonau di Sardegna 2012","Italy","Cannonau di Sardegna","Gabbas",4,105,21.9,2012,"Red","Arbòre Cannonau di Sardegna 2012 - Gabbas, Cannonau di Sardegna"
"Ángeles de Amaren Tempranillo - Graciano 2015","Spain","Rioja","Bodegas Amaren",4.2,105,15.95,2015,"Red","Ángeles de Amaren Tempranillo - Graciano 2015 - Bodegas Amaren, Rioja"
"Barbera 2018","Italy","Piemonte","Serre dei Roveri",3.3,105,6.15,2018,"Red","Barbera 2018 - Serre dei Roveri, Piemonte"
"Amarone della Valpolicella 2006","Italy","Amarone della Valpolicella","Zýmē",4.5,105,96.9,2006,"Red","Amarone della Valpolicella 2006 - Zýmē, Amarone della Valpolicella"
"Castillo de Jumilla Monastrell - Tempranillo 2018","Spain","Jumilla","Bleda",3.5,105,5.33,2018,"Red","Castillo de Jumilla Monastrell - Tempranillo 2018 - Bleda, Jumilla"
"Hommage Lirac 2016","France","Lirac","Domaine Coudoulis",3.9,105,19.01,2016,"Red","Hommage Lirac 2016 - Domaine Coudoulis, Lirac"
"Poggio d'Arna Toscana 2014","Italy","Toscana","Tenuta di Sesta",3.6,105,12.9,2014,"Red","Poggio d'Arna Toscana 2014 - Tenuta di Sesta, Toscana"
"Vinya Le Havre Reserva Cabernet Sauvignon 2013","Spain","Penedès","Jean Leon",4,105,25.75,2013,"Red","Vinya Le Havre Reserva Cabernet Sauvignon 2013 - Jean Leon, Penedès"
"Brunello di Montalcino 2014","Italy","Brunello di Montalcino","Tenute Silvio Nardi",3.8,105,32.75,2014,"Red","Brunello di Montalcino 2014 - Tenute Silvio Nardi, Brunello di Montalcino"
"Sor Ugo Bolgheri Superiore 2017","Italy","Bolgheri Superiore","Aia Vecchia",4.3,105,23.94,2017,"Red","Sor Ugo Bolgheri Superiore 2017 - Aia Vecchia, Bolgheri Superiore"
"Ses Nines Negre 2018","Spain","Binissalem-Mallorca","Tianna Negre",3.8,105,11.25,2018,"Red","Ses Nines Negre 2018 - Tianna Negre, Binissalem-Mallorca"
"Terrassen Zweigelt Blauer 2018","Austria","Wachau","Domäne Wachau",3.7,105,9.95,2018,"Red","Terrassen Zweigelt Blauer 2018 - Domäne Wachau, Wachau"
"Rosso di Montalcino 2018","Italy","Rosso di Montalcino","Ciacci Piccolomini d'Aragona",4.1,105,16.47,2018,"Red","Rosso di Montalcino 2018 - Ciacci Piccolomini d'Aragona, Rosso di Montalcino"
"Riva Ranch Pinot Noir (Reliz Creek) 2017","United States","Arroyo Seco","Wente",3.9,105,24.15,2017,"Red","Riva Ranch Pinot Noir (Reliz Creek) 2017 - Wente, Arroyo Seco"
"Altos R Tempranillo 2017","Spain","Rioja","Altos de Rioja",3.4,105,6.9,2017,"Red","Altos R Tempranillo 2017 - Altos de Rioja, Rioja"
"Amarone della Valpolicella Classico 2016","Italy","Amarone della Valpolicella Classico","Zenato",4.2,105,43.61,2016,"Red","Amarone della Valpolicella Classico 2016 - Zenato, Amarone della Valpolicella Classico"
"Potenti Toscana (Suvereto) 2015","Italy","Toscana","Petra",3.9,105,39.58,2015,"Red","Potenti Toscana (Suvereto) 2015 - Petra, Toscana"
"Trentatre 33 Rosso 2017","Italy","Salento","Rocca",3.6,105,6.95,2017,"Red","Trentatre 33 Rosso 2017 - Rocca, Salento"
"Pievasciata Rosso 2016","Italy","Toscana","Vallepicciola",4.1,105,14.9,2016,"Red","Pievasciata Rosso 2016 - Vallepicciola, Toscana"
"Brunello di Montalcino 2013","Italy","Brunello di Montalcino","Tenute Silvio Nardi",3.9,1050,35.5,2013,"Red","Brunello di Montalcino 2013 - Tenute Silvio Nardi, Brunello di Montalcino"
"The Barossan Shiraz 2017","Australia","Barossa Valley","Peter Lehmann",3.8,1051,16.48,2017,"Red","The Barossan Shiraz 2017 - Peter Lehmann, Barossa Valley"
"Nero d'Avola 2017","Italy","Terre Siciliane","Colosi",3.8,1055,8.68,2017,"Red","Nero d'Avola 2017 - Colosi, Terre Siciliane"
"Bordeaux 2015","France","Bordeaux","Jean-Pierre Moueix",3.5,1056,10.21,2015,"Red","Bordeaux 2015 - Jean-Pierre Moueix, Bordeaux"
"Cabernet Sauvignon 2018","United States","California","Woodbridge by Robert Mondavi",3.4,1056,8.95,2018,"Red","Cabernet Sauvignon 2018 - Woodbridge by Robert Mondavi, California"
"Tinto 2018","Portugal","Lisboa","Porta 6",3.7,1056,9.12,2018,"Red","Tinto 2018 - Porta 6, Lisboa"
"Aglianico Rubrato 2014","Italy","Irpinia","Feudi di San Gregorio",3.5,1057,10.95,2014,"Red","Aglianico Rubrato 2014 - Feudi di San Gregorio, Irpinia"
"Gran Verano Cabernet Sauvignon 2018","Chile","Central Valley","Apaltagua",3.4,1059,6.95,2018,"Red","Gran Verano Cabernet Sauvignon 2018 - Apaltagua, Central Valley"
"Grand Estates Merlot 2015","United States","Columbia Valley","Columbia Crest",3.7,1059,12.4,2015,"Red","Grand Estates Merlot 2015 - Columbia Crest, Columbia Valley"
"Saint-Julien (Grand Cru Classé) 2017","France","Saint-Julien","Château Beychevelle",4,106,86.76,2017,"Red","Saint-Julien (Grand Cru Classé) 2017 - Château Beychevelle, Saint-Julien"
"Copa Santa La Méjanelle 2015","France","Languedoc","Clavel",4,106,17.9,2015,"Red","Copa Santa La Méjanelle 2015 - Clavel, Languedoc"
"Cantodoro 2016","Italy","Sicilia","Feudo Arancio",3.6,106,8.5,2016,"Red","Cantodoro 2016 - Feudo Arancio, Sicilia"
"Vitiano San Lorenzo 2014","Italy","Castel San Lorenzo","Falesco",3.9,106,11.95,2014,"Red","Vitiano San Lorenzo 2014 - Falesco, Castel San Lorenzo"
"Disueri Nero d'Avola 2018","Italy","Sicilia","Cusumano",3.6,106,7.7,2018,"Red","Disueri Nero d'Avola 2018 - Cusumano, Sicilia"
"Kirschgarten Spatburgunder GG 2013","Germany","Pfalz","Knipser",4.2,106,39.95,2013,"Red","Kirschgarten Spatburgunder GG 2013 - Knipser, Pfalz"
"B 2017","Spain","Ribera del Duero","Baden Numen",3.8,106,11.21,2017,"Red","B 2017 - Baden Numen, Ribera del Duero"
"Pinot Noir 2017","Italy","Valle d'Aosta","Ottin - Viticulteur Encaveur",4,106,22.5,2017,"Red","Pinot Noir 2017 - Ottin - Viticulteur Encaveur, Valle d'Aosta"
"Protocolo Tinto 2018","Spain","Castilla","Dominio de Eguren",3.7,106,5.95,2018,"Red","Protocolo Tinto 2018 - Dominio de Eguren, Castilla"
"Rouge 2016","France","Bordeaux","Bad Boy (Mauvais Garçon)",3.9,106,16.9,2016,"Red","Rouge 2016 - Bad Boy (Mauvais Garçon), Bordeaux"
"Côte de Nuits Villages Le Vaucrain 2016","France","Côte de Nuits Villages","Louis Jadot",4,106,32,2016,"Red","Côte de Nuits Villages Le Vaucrain 2016 - Louis Jadot, Côte de Nuits Villages"
"Vino Nobile di Montepulciano 2016","Italy","Vino Nobile di Montepulciano","Talosa",3.9,106,17.79,2016,"Red","Vino Nobile di Montepulciano 2016 - Talosa, Vino Nobile di Montepulciano"
"Yotuel Selección 2014","Spain","Ribera del Duero","Gallego Zapatero",3.6,106,15.75,2014,"Red","Yotuel Selección 2014 - Gallego Zapatero, Ribera del Duero"
"Lanzaga Rioja 2014","Spain","Rioja","Telmo Rodriguez",3.8,106,19.95,2014,"Red","Lanzaga Rioja 2014 - Telmo Rodriguez, Rioja"
"Elysian Collection Merlot 2016","United States","California","Bonterra",3.8,106,26.7,2016,"Red","Elysian Collection Merlot 2016 - Bonterra, California"
"La Tiare du Pape Châteauneuf-du-Pape Rouge 2015","France","Châteauneuf-du-Pape","Maison Bouachon",3.9,106,45,2015,"Red","La Tiare du Pape Châteauneuf-du-Pape Rouge 2015 - Maison Bouachon, Châteauneuf-du-Pape"
"Spätburgunder Trocken 2015","Germany","Pfalz","Ökonomierat Rebholz",3.9,106,21.4,2015,"Red","Spätburgunder Trocken 2015 - Ökonomierat Rebholz, Pfalz"
"El Chocolatero Cariñena 2014","Spain","Cariñena","San Valero",3.2,106,7.75,2014,"Red","El Chocolatero Cariñena 2014 - San Valero, Cariñena"
"Hermitage La Chapelle Rouge 2016","France","Hermitage","Paul Jaboulet Aîné",4.3,106,249.95,2016,"Red","Hermitage La Chapelle Rouge 2016 - Paul Jaboulet Aîné, Hermitage"
"Mas Oliveras Tempranillo 2018","Spain","Catalunya","Ramón Roqueta",3.2,106,6.5,2018,"Red","Mas Oliveras Tempranillo 2018 - Ramón Roqueta, Catalunya"
"Pannobile 2015","Austria","Burgenland","Pittnauer",3.9,106,22.13,2015,"Red","Pannobile 2015 - Pittnauer, Burgenland"
"Tempus 2018","Italy","Veneto","Stefano Accordini",3.8,106,10.42,2018,"Red","Tempus 2018 - Stefano Accordini, Veneto"
"Le Clos des Fées (Hervé Bizeul) 2013","France","Côtes du Roussillon","Domaine du Clos des Fées",4.1,106,52.53,2013,"Red","Le Clos des Fées (Hervé Bizeul) 2013 - Domaine du Clos des Fées, Côtes du Roussillon"
"Tío Martín Crianza 2016","Spain","Rioja","D. Mateos",3.8,106,15.69,2016,"Red","Tío Martín Crianza 2016 - D. Mateos, Rioja"
"Vigna Del Mandorlo Dolcetto d'Alba 2017","Italy","Dolcetto d'Alba","Elvio Cogno",3.4,106,11.5,2017,"Red","Vigna Del Mandorlo Dolcetto d'Alba 2017 - Elvio Cogno, Dolcetto d'Alba"
"Barolo Bussia 2015","Italy","Barolo","Prunotto",4.1,106,69,2015,"Red","Barolo Bussia 2015 - Prunotto, Barolo"
"Tinto 2015","Spain","Rioja","Gran Familia",3.5,106,5.8,2015,"Red","Tinto 2015 - Gran Familia, Rioja"
"Finca Cuesta Clara Raro Reserva 2015","Spain","Rioja","Campillo",4.2,106,39.99,2015,"Red","Finca Cuesta Clara Raro Reserva 2015 - Campillo, Rioja"
"Fronsac 2005","France","Fronsac","Château la Vieille Cure",4,106,39.95,2005,"Red","Fronsac 2005 - Château la Vieille Cure, Fronsac"
"Ventoux 2016","France","Ventoux","Xavier Vignon",3.6,106,8.2,2016,"Red","Ventoux 2016 - Xavier Vignon, Ventoux"
"Hussonet Cabernet Sauvignon Gran Reserva 2015","Chile","Maipo Valley","Haras de Pirque",3.7,1060,15.95,2015,"Red","Hussonet Cabernet Sauvignon Gran Reserva 2015 - Haras de Pirque, Maipo Valley"
"Salice Salentino Riserva 2016","Italy","Salice Salentino","Marchese di Borgosole",3.9,1061,8.49,2016,"Red","Salice Salentino Riserva 2016 - Marchese di Borgosole, Salice Salentino"
"Chianti Classico 2016","Italy","Chianti Classico","Isole e Olena",3.9,1063,20.86,2016,"Red","Chianti Classico 2016 - Isole e Olena, Chianti Classico"
"Joseph Meczan Pinot Nero - Blauburgunder Alto Adige 2016","Italy","Südtirol - Alto Adige","J. Hofstätter",3.6,1064,13.48,2016,"Red","Joseph Meczan Pinot Nero - Blauburgunder Alto Adige 2016 - J. Hofstätter, Südtirol - Alto Adige"
"Brunello di Montalcino 2014","Italy","Brunello di Montalcino","Tenuta Il Poggione",4.2,1065,36.63,2014,"Red","Brunello di Montalcino 2014 - Tenuta Il Poggione, Brunello di Montalcino"
"Cabernet Sauvignon 2015","United States","Columbia Valley","Columbia Winery",3.8,1065,17.75,2015,"Red","Cabernet Sauvignon 2015 - Columbia Winery, Columbia Valley"
"Saint-Julien (Grand Cru Classé) 2009","France","Saint-Julien","Château Léoville Barton",4.4,1066,133.06,2009,"Red","Saint-Julien (Grand Cru Classé) 2009 - Château Léoville Barton, Saint-Julien"
"Pessac-Léognan (Grand Cru Classé de Graves) 2005","France","Pessac-Léognan","Château Smith Haut-Lafitte",4.4,1066,169.95,2005,"Red","Pessac-Léognan (Grand Cru Classé de Graves) 2005 - Château Smith Haut-Lafitte, Pessac-Léognan"
"Cabernet Sauvignon 2013","Mexico","Valle de Guadalupe","L. A. Cetto",3.4,1066,8.65,2013,"Red","Cabernet Sauvignon 2013 - L. A. Cetto, Valle de Guadalupe"
"Malbec 2017","Argentina","Mendoza","Catena",4.1,10676,13.5,2017,"Red","Malbec 2017 - Catena, Mendoza"
"Saint-Estèphe (Grand Cru Classé) 2009","France","Saint-Estèphe","Château Lafon-Rochet",4.2,1069,75.98,2009,"Red","Saint-Estèphe (Grand Cru Classé) 2009 - Château Lafon-Rochet, Saint-Estèphe"
"Amarone della Valpolicella Classico 2014","Italy","Amarone della Valpolicella Classico","Bolla",4.1,1069,28.99,2014,"Red","Amarone della Valpolicella Classico 2014 - Bolla, Amarone della Valpolicella Classico"
"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014","France","Saint-Émilion Grand Cru","Château Belair-Monange",4,107,130.97,2014,"Red","Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014 - Château Belair-Monange, Saint-Émilion Grand Cru"
"Margaux (Grand Cru Classé) 2017","France","Margaux","Château Lascombes",4,107,86.76,2017,"Red","Margaux (Grand Cru Classé) 2017 - Château Lascombes, Margaux"
"Pauillac (Grand Cru Classé) 2017","France","Pauillac","Château d'Armailhac",3.9,107,52.64,2017,"Red","Pauillac (Grand Cru Classé) 2017 - Château d'Armailhac, Pauillac"
"Figure Libre Freestyle Rouge 2018","France","Pays d'Oc","Gayda",3.7,107,11.45,2018,"Red","Figure Libre Freestyle Rouge 2018 - Gayda, Pays d'Oc"
"Pinot Noir 2018","France","Pays d'Oc","La Forge Estate",3.6,107,7.27,2018,"Red","Pinot Noir 2018 - La Forge Estate, Pays d'Oc"
"Tinto 2018","Spain","Alicante","Vergel",3.6,107,7.35,2018,"Red","Tinto 2018 - Vergel, Alicante"
"Les Coteaux Cabernet Sauvignon 2015","South Africa","Wellington","Mont du Toit",3.8,107,11.5,2015,"Red","Les Coteaux Cabernet Sauvignon 2015 - Mont du Toit, Wellington"
"Mayro Montepulciano d'Abruzzo 2015","Italy","Montepulciano d'Abruzzo","Fosso Corno",3.7,107,7.75,2015,"Red","Mayro Montepulciano d'Abruzzo 2015 - Fosso Corno, Montepulciano d'Abruzzo"
"Barbera d'Alba 2018","Italy","Barbera d'Alba","Comm. G.B. Burlotto",3.9,107,17,2018,"Red","Barbera d'Alba 2018 - Comm. G.B. Burlotto, Barbera d'Alba"
"Blauer Spätburgunder 2015","Germany","Baden","Ziereisen",3.7,107,11.31,2015,"Red","Blauer Spätburgunder 2015 - Ziereisen, Baden"
"Promontory 2013","United States","Napa Valley","Promontory",4.7,107,721.34,2013,"Red","Promontory 2013 - Promontory, Napa Valley"
"Tempranillo - Merlot 2015","Spain","Ribera del Duero","Rolland & Galarreta 'R&G'",3.7,107,13.95,2015,"Red","Tempranillo - Merlot 2015 - Rolland & Galarreta 'R&G', Ribera del Duero"
"Sankt Laurent 2017","Austria","Burgenland","Umathum",3.6,107,13.2,2017,"Red","Sankt Laurent 2017 - Umathum, Burgenland"
"Gigondas 2017","France","Gigondas","M. Chapoutier",3.9,107,24.8,2017,"Red","Gigondas 2017 - M. Chapoutier, Gigondas"
"Driopi Classic Agiorgitiko Nemea 2017","Greece","Nemea","Κτημα Τσελεπου (Ktima Tselepos)",3.7,107,11.5,2017,"Red","Driopi Classic Agiorgitiko Nemea 2017 - Κτημα Τσελεπου (Ktima Tselepos), Nemea"
"Magna Malbec 2018","Argentina","San Juan","Callia",3.5,107,8.95,2018,"Red","Magna Malbec 2018 - Callia, San Juan"
"Nero 2010","Italy","Salento","Conti Zecca",4,107,25.12,2010,"Red","Nero 2010 - Conti Zecca, Salento"
"Salice Salentino 2017","Italy","Salice Salentino","Epicuro",3.6,107,6.25,2017,"Red","Salice Salentino 2017 - Epicuro, Salice Salentino"
"Valpolicella Superiore 2014","Italy","Valpolicella","Rocca Sveva",3.7,107,15.84,2014,"Red","Valpolicella Superiore 2014 - Rocca Sveva, Valpolicella"
"Gevrey-Chambertin 2015","France","Gevrey-Chambertin","Chanson",4.1,107,50.9,2015,"Red","Gevrey-Chambertin 2015 - Chanson, Gevrey-Chambertin"
"Pago de los Balagueses Garnacha Tintorera - Merlot 2014","Spain","Valencia","Vegalfaro",3.8,107,16.9,2014,"Red","Pago de los Balagueses Garnacha Tintorera - Merlot 2014 - Vegalfaro, Valencia"
"Barolo Liste 2013","Italy","Barolo","Borgogno",4.2,107,80.01,2013,"Red","Barolo Liste 2013 - Borgogno, Barolo"
"Adrianna Vineyard Fortuna Terrae Malbec 2016","Argentina","Mendoza","Catena Zapata",4.6,107,89.9,2016,"Red","Adrianna Vineyard Fortuna Terrae Malbec 2016 - Catena Zapata, Mendoza"
"Malbec de Purcari 2018","Moldova","South Eastern","Château Purcari",4.1,107,11.98,2018,"Red","Malbec de Purcari 2018 - Château Purcari, South Eastern"
"Esprit de Granit Saint-Joseph 2012","France","Saint-Joseph","Cave de Tain",4,107,27.93,2012,"Red","Esprit de Granit Saint-Joseph 2012 - Cave de Tain, Saint-Joseph"
"Bachgart Blauburgunder 2016","Italy","Südtirol - Alto Adige","Klaus Lentsch",3.8,107,19.9,2016,"Red","Bachgart Blauburgunder 2016 - Klaus Lentsch, Südtirol - Alto Adige"
"Crianza 2016","Spain","Rioja","Campo Viejo",3.5,1070,7.99,2016,"Red","Crianza 2016 - Campo Viejo, Rioja"
"Margaux de Brane (Margaux de Henri Lurton) 2014","France","Margaux","Château Brane-Cantenac",3.8,1070,34.2,2014,"Red","Margaux de Brane (Margaux de Henri Lurton) 2014 - Château Brane-Cantenac, Margaux"
"Shiraz 2017","South Africa","Swartland","Allesverloren",3.6,1070,10.9,2017,"Red","Shiraz 2017 - Allesverloren, Swartland"
"Rubesco Rosso di Torgiano 2016","Italy","Torgiano","Lungarotti",3.7,1071,9.8,2016,"Red","Rubesco Rosso di Torgiano 2016 - Lungarotti, Torgiano"
"Yamhill Cuvée Pinot Noir 2014","United States","Willamette Valley","Domaine Serene",4.3,1071,59,2014,"Red","Yamhill Cuvée Pinot Noir 2014 - Domaine Serene, Willamette Valley"
"Gran Enemigo 2015","Argentina","Mendoza","El Enemigo",4.5,1072,62.39,2015,"Red","Gran Enemigo 2015 - El Enemigo, Mendoza"
"Macán Clásico 2015","Spain","Rioja","Benjamin de Rothschild - Vega Sicilia",4.3,1073,48.54,2015,"Red","Macán Clásico 2015 - Benjamin de Rothschild - Vega Sicilia, Rioja"
"Zinfandel 2016","United States","North Coast","Ghost Pines",3.9,1075,17.29,2016,"Red","Zinfandel 2016 - Ghost Pines, North Coast"
"Reserve Malbec 2016","Argentina","Tupungato","Sophenia",3.8,1076,13.09,2016,"Red","Reserve Malbec 2016 - Sophenia, Tupungato"
"Saint-Estèphe 2011","France","Saint-Estèphe","Château de Pez",3.9,1077,36.9,2011,"Red","Saint-Estèphe 2011 - Château de Pez, Saint-Estèphe"
"Rosso di Montalcino Leopoldo Franceschi 2014","Italy","Rosso di Montalcino","Tenuta Il Poggione",3.9,1077,21.34,2014,"Red","Rosso di Montalcino Leopoldo Franceschi 2014 - Tenuta Il Poggione, Rosso di Montalcino"
"Saint-Estèphe (Grand Cru Classé) 2005","France","Saint-Estèphe","Château Lafon-Rochet",4.1,1077,79.95,2005,"Red","Saint-Estèphe (Grand Cru Classé) 2005 - Château Lafon-Rochet, Saint-Estèphe"
"Diamond Collection Zinfandel (Red Label) 2016","United States","Napa Valley","Francis Ford Coppola",3.9,1078,21.39,2016,"Red","Diamond Collection Zinfandel (Red Label) 2016 - Francis Ford Coppola, Napa Valley"
"Nèprica Cabernet Sauvignon 2018","Italy","Puglia","Tormaresca",3.5,108,8.33,2018,"Red","Nèprica Cabernet Sauvignon 2018 - Tormaresca, Puglia"
"Veneto Rosso del Bepi 2010","Italy","Veneto","Quintarelli Giuseppe",4.4,108,115.92,2010,"Red","Veneto Rosso del Bepi 2010 - Quintarelli Giuseppe, Veneto"
"Taurasi 2015","Italy","Taurasi","Feudi di San Gregorio",4.1,108,17.45,2015,"Red","Taurasi 2015 - Feudi di San Gregorio, Taurasi"
"Tributo Carmenère 2018","Chile","Colchagua Valley","Caliterra",3.7,108,9.64,2018,"Red","Tributo Carmenère 2018 - Caliterra, Colchagua Valley"
"Lalande-de-Pomerol 2014","France","Lalande-de-Pomerol","Château Les Hauts-Conseillants",4,108,20.37,2014,"Red","Lalande-de-Pomerol 2014 - Château Les Hauts-Conseillants, Lalande-de-Pomerol"
"Coteaux Du Languedoc La Clape L'Hospitalitas 2015","France","La Clape","Gérard Bertrand",4.4,108,71.39,2015,"Red","Coteaux Du Languedoc La Clape L'Hospitalitas 2015 - Gérard Bertrand, La Clape"
